sample_id,split,segment_id,start_time,end_time,input_std_paths_json,target_std_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S002305,train,7,2026-02-02 13:42:00,2026-02-02 14:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:42:00"", ""2026-02-02 13:48:00"", ""2026-02-02 13:54:00"", ""2026-02-02 14:00:00"", ""2026-02-02 14:06:00""]","[""2026-02-02 14:12:00"", ""2026-02-02 14:18:00"", ""2026-02-02 14:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002306,train,7,2026-02-02 13:48:00,2026-02-02 14:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:48:00"", ""2026-02-02 13:54:00"", ""2026-02-02 14:00:00"", ""2026-02-02 14:06:00"", ""2026-02-02 14:12:00""]","[""2026-02-02 14:18:00"", ""2026-02-02 14:24:00"", ""2026-02-02 14:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002307,train,7,2026-02-02 13:54:00,2026-02-02 14:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:54:00"", ""2026-02-02 14:00:00"", ""2026-02-02 14:06:00"", ""2026-02-02 14:12:00"", ""2026-02-02 14:18:00""]","[""2026-02-02 14:24:00"", ""2026-02-02 14:30:00"", ""2026-02-02 14:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002308,train,7,2026-02-02 14:00:00,2026-02-02 14:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:00:00"", ""2026-02-02 14:06:00"", ""2026-02-02 14:12:00"", ""2026-02-02 14:18:00"", ""2026-02-02 14:24:00""]","[""2026-02-02 14:30:00"", ""2026-02-02 14:36:00"", ""2026-02-02 14:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002309,train,7,2026-02-02 14:06:00,2026-02-02 14:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:06:00"", ""2026-02-02 14:12:00"", ""2026-02-02 14:18:00"", ""2026-02-02 14:24:00"", ""2026-02-02 14:30:00""]","[""2026-02-02 14:36:00"", ""2026-02-02 14:42:00"", ""2026-02-02 14:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002310,train,7,2026-02-02 14:12:00,2026-02-02 14:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:12:00"", ""2026-02-02 14:18:00"", ""2026-02-02 14:24:00"", ""2026-02-02 14:30:00"", ""2026-02-02 14:36:00""]","[""2026-02-02 14:42:00"", ""2026-02-02 14:48:00"", ""2026-02-02 14:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002311,train,7,2026-02-02 14:18:00,2026-02-02 15:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:18:00"", ""2026-02-02 14:24:00"", ""2026-02-02 14:30:00"", ""2026-02-02 14:36:00"", ""2026-02-02 14:42:00""]","[""2026-02-02 14:48:00"", ""2026-02-02 14:54:00"", ""2026-02-02 15:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002312,train,7,2026-02-02 14:24:00,2026-02-02 15:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202142400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:24:00"", ""2026-02-02 14:30:00"", ""2026-02-02 14:36:00"", ""2026-02-02 14:42:00"", ""2026-02-02 14:48:00""]","[""2026-02-02 14:54:00"", ""2026-02-02 15:00:00"", ""2026-02-02 15:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002313,train,7,2026-02-02 14:30:00,2026-02-02 15:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:30:00"", ""2026-02-02 14:36:00"", ""2026-02-02 14:42:00"", ""2026-02-02 14:48:00"", ""2026-02-02 14:54:00""]","[""2026-02-02 15:00:00"", ""2026-02-02 15:06:00"", ""2026-02-02 15:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002314,train,7,2026-02-02 14:36:00,2026-02-02 15:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202143600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:36:00"", ""2026-02-02 14:42:00"", ""2026-02-02 14:48:00"", ""2026-02-02 14:54:00"", ""2026-02-02 15:00:00""]","[""2026-02-02 15:06:00"", ""2026-02-02 15:12:00"", ""2026-02-02 15:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002315,train,7,2026-02-02 14:42:00,2026-02-02 15:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:42:00"", ""2026-02-02 14:48:00"", ""2026-02-02 14:54:00"", ""2026-02-02 15:00:00"", ""2026-02-02 15:06:00""]","[""2026-02-02 15:12:00"", ""2026-02-02 15:18:00"", ""2026-02-02 15:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002316,train,7,2026-02-02 14:48:00,2026-02-02 15:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202144800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:48:00"", ""2026-02-02 14:54:00"", ""2026-02-02 15:00:00"", ""2026-02-02 15:06:00"", ""2026-02-02 15:12:00""]","[""2026-02-02 15:18:00"", ""2026-02-02 15:24:00"", ""2026-02-02 15:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002317,train,7,2026-02-02 14:54:00,2026-02-02 15:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202145400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 14:54:00"", ""2026-02-02 15:00:00"", ""2026-02-02 15:06:00"", ""2026-02-02 15:12:00"", ""2026-02-02 15:18:00""]","[""2026-02-02 15:24:00"", ""2026-02-02 15:30:00"", ""2026-02-02 15:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002318,train,7,2026-02-02 15:00:00,2026-02-02 15:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:00:00"", ""2026-02-02 15:06:00"", ""2026-02-02 15:12:00"", ""2026-02-02 15:18:00"", ""2026-02-02 15:24:00""]","[""2026-02-02 15:30:00"", ""2026-02-02 15:36:00"", ""2026-02-02 15:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002319,train,7,2026-02-02 15:06:00,2026-02-02 15:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202150600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:06:00"", ""2026-02-02 15:12:00"", ""2026-02-02 15:18:00"", ""2026-02-02 15:24:00"", ""2026-02-02 15:30:00""]","[""2026-02-02 15:36:00"", ""2026-02-02 15:42:00"", ""2026-02-02 15:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002320,train,7,2026-02-02 15:12:00,2026-02-02 15:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202155400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:12:00"", ""2026-02-02 15:18:00"", ""2026-02-02 15:24:00"", ""2026-02-02 15:30:00"", ""2026-02-02 15:36:00""]","[""2026-02-02 15:42:00"", ""2026-02-02 15:48:00"", ""2026-02-02 15:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002321,train,7,2026-02-02 15:18:00,2026-02-02 16:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202151800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202155400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:18:00"", ""2026-02-02 15:24:00"", ""2026-02-02 15:30:00"", ""2026-02-02 15:36:00"", ""2026-02-02 15:42:00""]","[""2026-02-02 15:48:00"", ""2026-02-02 15:54:00"", ""2026-02-02 16:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002322,train,7,2026-02-02 15:24:00,2026-02-02 16:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202152400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202155400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:24:00"", ""2026-02-02 15:30:00"", ""2026-02-02 15:36:00"", ""2026-02-02 15:42:00"", ""2026-02-02 15:48:00""]","[""2026-02-02 15:54:00"", ""2026-02-02 16:00:00"", ""2026-02-02 16:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002323,train,7,2026-02-02 15:30:00,2026-02-02 16:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202155400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202161200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:30:00"", ""2026-02-02 15:36:00"", ""2026-02-02 15:42:00"", ""2026-02-02 15:48:00"", ""2026-02-02 15:54:00""]","[""2026-02-02 16:00:00"", ""2026-02-02 16:06:00"", ""2026-02-02 16:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002324,train,7,2026-02-02 15:36:00,2026-02-02 16:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202153600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202154800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202155400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202160600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202161200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202161800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 15:36:00"", ""2026-02-02 15:42:00"", ""2026-02-02 15:48:00"", ""2026-02-02 15:54:00"", ""2026-02-02 16:00:00""]","[""2026-02-02 16:06:00"", ""2026-02-02 16:12:00"", ""2026-02-02 16:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
